# 形码码表：词	编码	词频。词频由青简词库按词面回填（不是码表自带的权重），出处见 assets/wubi/README.md
褺	fufe	1
墊	fuff	1
坢	fufh	1
漐	fufi	1
縶	fufi	1
幸	fufj	5033
增进	fufj	568
蟄	fufj	1
幸喜	fufk	21
盩	fufl	1
贄	fufm	1
幸亏	fufn	1981
慹	fufn	1
鷙	fufo	1
逹	fufp	1
二次元	fufq	1224
幸无	fufq	1
十六进制	fufr	92
摯	fufr	1
无产者	fuft	45
丧夫	fufw	1
執	fufy	1
瓡	fufy	1
謺	fufy	1
垃	fug	29
增开	fuga	1
增至	fugc	1449
老半天	fugd	163
南半球	fugf	443
丧事	fugk	190
幸事	fugk	80
增殖	fugq	375
丧妻	fugv	1
远亲不如近邻	fugw	18
垶	fuh	1
南北战争	fuhq	1
走着瞧	fuhw	229
增添	fuig	738
增光	fuiq	38
增派	fuir	125
走资派	fuir	1
南美洲	fuiy	2390
境	fuj	3066
霎时	fujf	44
墥	fujf	1
增量	fujg	155
堷	fujg	1
墹	fujg	1
墇	fujh	1
境遇	fujm	261
地头蛇	fujp	87
境	fujq	3066
无关紧要	fujs	361
培	fuk	4749
培	fukg	4749
无病呻吟	fukk	8
裁判员	fukm	170
增	ful	7499
吉普车	fulg	153
增	fulj	7499
増	fulj	1
增加	fulk	22397
啬	fulk	58
魂斗罗	fulq	1
示意图	fult	131
过关斩将	fulu	64
境界	fulw	3545
墒	fum	6
二道贩子	fumb	8
墑	fumd	1
赤道几内亚	fumg	1
增幅	fumh	211
墒	fumk	6
增删	fumm	30
境内	fumw	25807
墒情	fung	1
增收	funh	59
丧尸	funn	1046
增发	funt	60
丧尽	funy	1
丧家	fupe	20
吉普赛	fupf	1
未竟之业	fupo	1
增补	fupu	860
无头案	fupv	6
增容	fupw	9
无关宏旨	fupx	1
幸福	fupy	99080
塝	fupy	10
增色	fuqc	25
增印	fuqg	1
境外	fuqh	6293
幸免	fuqk	574
丧钟	fuqk	123
喜闻乐见	fuqm	1118
增多	fuqq	674
壛	fuqv	1
远交近攻	fura	4
增援	fure	939
增持	furf	1
增兵	furg	105
增损	furk	1
丧气	furn	219
城门失火	furo	5
增白	furr	31
丧失	furw	1923
培植	fusf	111
墫	fusf	1
壿	fusf	1
培根	fusv	689
增长	futa	4889
求亲靠友	futd	1
增选	futf	318
丧生	futg	1499
增生	futg	310
幸得	futj	1
增程	futk	1
丧身	futm	14
培养	fuud	5608
增减	fuud	185
真善美	fuug	93
无意间	fuuj	707
境况	fuuk	117
增资	fuuq	204
增效	fuuq	12
增产	fuut	89
无关痛痒	fuuu	50
增益	fuuw	321
霎	fuv	35
幸好	fuvb	5049
霎	fuvf	35
增创	fuwb	1
幸会	fuwf	871
增值	fuwf	372
丧命	fuwg	360
封资修	fuwh	1
丧偶	fuwj	154
塧	fuwl	1
丧假	fuwn	4
霠	fuwn	1
丧父	fuwq	210
零部件	fuwr	262
丧母	fuxg	1
增强	fuxk	3917
赵新颖	fuxt	1
博闻强记	fuxy	13
培育	fuyc	1293
培训	fuyk	9296
增设	fuym	3011
增高	fuym	889
丧亡	fuyn	11
增订	fuys	176
赱	fuyu	1
南北方	fuyy	1
雪	fv	34359
雪藏	fvad	191
雪菜	fvae	1
雪鞋	fvaf	1
雪莱	fvag	92
雪茄	fval	177
老奸巨猾	fvaq	6
雪花	fvaw	2114
雪耻	fvbh	55
超群出众	fvbw	2
雪原	fvdr	69
垠	fve	95
雪豹	fvee	153
雪肤	fvef	1
动如脱兔	fveq	54
垠	fvey	95
雪	fvf	34359
雪域	fvfa	1
雪地	fvfb	1516
垏	fvfh	1
喜怒无常	fvfi	84
真刀真枪	fvfs	12
老鼠过街	fvft	3
进退无门	fvfu	1
未婚夫	fvfw	410
雪坑	fvfy	1
进退两难	fvgc	87
雪天	fvgd	235
雪青	fvge	9
雪球	fvgf	327
雪碧	fvgr	1252
未婚妻	fvgv	619
壗	fvhl	1
埭	fvi	123
雪水	fvii	71
雪泥	fvin	1
霓裳	fvip	1
声如洪钟	fviq	6
埭	fviy	123
霓虹	fvja	525
雪野	fvjf	161
雪景	fvjy	1018
雪中	fvkh	1
雪团	fvlf	9
雪车	fvlg	1
雪崩	fvme	235
雪雕	fvmf	1
雪山	fvmm	1612
雪峰	fvmt	126
雪层	fvnf	1
雪恨	fvnv	7
雪糕	fvou	2575
埽	fvp	12
埐	fvpc	1
埽	fvph	12
雪灾	fvpo	18
雪冤	fvpq	5
霓	fvq	591
霓	fvqb	591
堄	fvqn	1
雪白	fvrr	322
雪柜	fvsa	1
雪飘	fvsf	1
雪橇	fvst	501
雪松	fvsw	107
雪片	fvth	16
雪梨	fvtj	960
堖	fvtq	1
老奶奶	fvve	1074
雪絮	fvvk	1
雪仗	fvwd	888
雪人	fvww	1658
雪线	fvxg	13
进退维谷	fvxw	15
雪衣	fvye	1
雪盲	fvyn	4
雪亮	fvyp	598
喜怒哀乐	fvyq	457
雪夜	fvyw	53
封建主义	fvyy	49
夫	fw	30040
零工	fwaa	105
零散	fwae	243
规范	fwai	2783
零落	fwai	56
规划	fwaj	12945
二人世界	fwal	1
真伪莫辨	fwau	7
零花	fwaw	33
夫子	fwbb	160
零陵	fwbf	151
邞	fwbh	1
堆叠	fwcc	260
规劝	fwcl	92
塕	fwcn	1
真假难辨	fwcu	1
堆砌	fwda	327
无伤大雅	fwda	84
塅	fwdc	3
去伪存真	fwdf	6
堆存	fwdh	1
十传百	fwdj	1
堆成	fwdn	1
无伤大体	fwdw	3
无何有之乡	fwdx	1
零碎	fwdy	269
垘	fwdy	1
堆肥	fwec	67
零用	fwet	19
替	fwf	14468
堆载	fwfa	1
霍地	fwfb	52
鄻	fwfb	1
鄼	fwfb	1
驇	fwfc	1
无欲无求	fwff	2
坴	fwff	1
真人真事	fwfg	1
堆起	fwfh	1
无偏无党	fwfi	1
替	fwfj	14468
暬	fwfj	1
辇	fwfl	210
勎	fwfl	1
勢	fwfl	1
輦	fwfl	1
堆垛	fwfm	1
賛	fwfm	1
堆场	fwfn	1
熱	fwfo	1
燅	fwfo	1
鵱	fwfo	1
逵	fwfp	342
摰	fwfr	1
无凭无据	fwfr	1
槷	fwfs	1
无依无靠	fwft	13
十全十美	fwfu	322
霍霍	fwfw	436
坿	fwfy	1
埶	fwfy	1
埨	fwga	1
喜从天降	fwgb	13
零下	fwgh	3828
堬	fwgj	1
规整	fwgk	106
垥	fwgk	1
墖	fwgl	1
求人不如求己	fwgn	26
起伏不定	fwgp	1
无从下手	fwgr	1
吉人天相	fwgs	13
求全责备	fwgt	3
墱	fwgu	1
霯	fwgu	1
夫妻	fwgv	4832
替班	fwgy	105
鬹	fwhh	1
零点	fwhk	1336
規	fwhq	1
槼	fwhs	1
嫢	fwhv	1
夫	fwi	30040
堆满	fwia	1
零活	fwit	1
颠倒是非	fwjd	68
零时	fwjf	501
圿	fwjh	1
零星	fwjt	494
替代品	fwkk	1
起伏跌宕	fwkp	1
堢	fwks	1
二人转	fwlf	225
老爷车	fwlg	63
十八罗汉	fwli	71
颠倒黑白	fwlr	152
规	fwm	2129
鬶	fwmh	5
规则	fwmj	7752
规	fwmq	2129
椝	fwms	1
鼀	fwmv	1
埠	fwn	1120
堠	fwnd	35
埠	fwnf	1120
零蛋	fwnh	20
规避	fwnk	357
垖	fwnn	1
塢	fwno	1
塠	fwnp	1
动人心魄	fwnr	15
动人心弦	fwnx	15
零售业	fwog	1
零数	fwov	2
老人家	fwpe	3468
规定	fwpg	19719
支付宝	fwpg	266
救命之恩	fwpl	1
无价之宝	fwpp	136
趁人之危	fwpq	19
真凭实据	fwpr	10
零售额	fwpt	19
替补	fwpu	1751
霍然	fwqd	3
零钱	fwqg	494
朝令夕改	fwqn	15
霍金	fwqq	393
零担	fwrj	319
规制	fwrm	177
替换	fwrq	2133
二传手	fwrt	31
规模	fwsa	12863
夫权	fwsc	5
堆栈	fwsg	141
才华横溢	fwsi	362
无人机	fwsm	1291
规格	fwst	2045
干什么	fwtc	7130
规矩	fwtd	1696
霍乱	fwtd	204
零乱	fwtd	22
动作片	fwth	637
堆积	fwtk	737
规程	fwtk	228
替身	fwtm	954
老僧入定	fwtp	2
堆笑	fwtt	1
增值税	fwtu	282
夌	fwtu	1
规律	fwtv	3675
求仁得仁	fwtw	28
零头	fwud	22
雪佛兰	fwuf	1
无人问津	fwui	131
规章	fwuj	331
零售商	fwum	1
雰	fwvb	1
赤贫如洗	fwvi	1
夫婿	fwvn	137
坋	fwvn	4
鳱	fwvo	1
夫君	fwvt	296
十拿九稳	fwvt	15
夫妇	fwvv	3855
赍	fww	35
替代	fwwa	4207
老公公	fwwc	1
规例	fwwg	482
嗇	fwwk	1
﨏	fwwk	1
赍	fwwm	35
賫	fwwm	1
鳺	fwwo	1
麴	fwwo	1
老爷爷	fwwq	676
零件	fwwr	1467
零位	fwwu	1
零分	fwwv	395
夫人	fwww	8026
零食	fwwy	9626
零售	fwwy	1830
越俎代庖	fwwy	9
墢	fwxc	1
鼀	fwxf	1
规费	fwxj	1
规约	fwxq	95
堆	fwy	6096
零度	fwya	680
零	fwyc	7517
坽	fwyc	3
霍	fwyf	8359
堆	fwyg	6096
零售店	fwyh	145
埝	fwyn	12
坅	fwyn	1
索命记忆	fwyn	1
靍	fwyo	1
鸖	fwyo	1
堆放	fwyt	88
进化论	fwyw	244
靃	fwyy	1
坳	fx	349
戴维斯	fxad	2091
老母鸡汤	fxci	1
老母鸡	fxcq	1
二维码	fxdc	820
封疆大吏	fxdg	4
毐	fxdr	19
韦编三绝	fxdx	3
干细胞	fxeq	242
堟	fxey	1
无缘无故	fxfd	835
坶	fxg	1
埃弗顿	fxgb	1
老弱残兵	fxgr	3
动弹不得	fxgt	1
坶	fxgu	1
塡	fxhw	1
坲	fxjh	1
无线电	fxjn	2374
教练员	fxkm	1
走乡串户	fxky	1
坳	fxl	349
协约国	fxlg	536
坳	fxln	349
无线网	fxmq	1
索绪尔	fxqi	1
违约金	fxqq	54
老弱病残	fxug	100
无纸化	fxwx	1
堦	fxxr	1
霛	fxxx	1
壪	fxyx	1
坟	fy	1151
坟墓	fyaj	1162
墌	fyao	1
坟茔	fyap	22
壙	fyaw	1
墩	fyb	1499
雱	fyb	5
墎	fybb	1
霩	fybb	1
埻	fybg	1
垴	fybh	11
墩	fybt	1499
垿	fycb	27
堉	fyce	44
声讯台	fyck	1
坑骗	fycy	8
支离破碎	fydd	134
无为而治	fydi	32
墩布	fydm	15
零敲碎打	fydr	4
无遮大会	fydw	1
二郎腿	fyev	232
霅	fyf	10
坟地	fyfb	88
壤土	fyff	1
坑井	fyfj	1
雨迹云踪	fyfk	1
塘坝	fyfm	4
坟场	fyfn	310
献计献策	fyft	1
直言不讳	fygy	148
走为上计	fyhy	4
圡	fyi	1
塘沽	fyid	246
坑洼	fyif	18
无底洞	fyim	233
壕沟	fyiq	126
老谋深算	fyit	28
博施济众	fyiw	1
土豪劣绅	fyix	25
二话没说	fyiy	298
霁	fyj	299
土库曼斯坦	fyjf	1
霽	fyjf	1
霁	fyjj	299
霭	fyjn	169
靄	fyjn	1
增广贤文	fyjy	1
壤	fyk	185
壤	fyke	185
坑口	fykk	333
救亡图存	fyld	8
壞	fyle	1
壇	fylg	1
壕堑	fylr	9
壈	fylt	1
坑	fym	26583
戴高帽	fymh	19
塙	fymk	1
坟山	fymm	8
坑	fymn	26583
坊	fyn	5393
无言以对	fync	2381
协议书	fynn	98
垓	fynw	133
塶	fynx	1
塆	fyox	26
壕	fyp	2156
坑害	fypd	42
壕	fype	2156
教育家	fype	1
井底之蛙	fypj	184
地方官	fypn	149
无妄之灾	fypp	2
勃郎宁	fyps	1
地主之谊	fypy	114
塘鱼	fyqg	1
戴高乐	fyqi	320
无记名	fyqk	16
坟包	fyqn	1
都市报	fyrb	1
声应气求	fyrf	1
坟丘	fyrg	191
起床气	fyrn	1
无言可对	fysc	1
坟顶	fysd	1
超文本	fysg	46
坑木	fyss	19
无话可说	fysy	1209
无计可施	fysy	61
圹	fyt	113
走读生	fytg	35
填充物	fytr	1
地方税	fytu	30
老调重弹	fytx	16
老调重谈	fyty	1
雯	fyu	3801
坟头	fyud	107
地方病	fyug	42
坊间	fyuj	275
教育部	fyuk	3782
坑道	fyut	126
塘	fyv	2925
埌	fyve	13
霽	fyvf	1
墉	fyvh	120
塘	fyvk	2925
无论如何	fyvw	1003
埣	fywf	1
颠鸾倒凤	fywm	1
地广人稀	fywt	50
才高八斗	fywu	57
坑人	fyww	673
城市化	fywx	460
坟	fyy	1151
南京市	fyym	1760
地方话	fyyt	10
一	g	1152557
王	g	84580
开	ga	136162
形式	gaaa	14890
开工	gaaa	4690
刑期	gaad	479
弄臣	gaah	1
开幕	gaaj	3538
武功	gaal	942
武艺	gaan	406
开荤	gaap	1
武警	gaaq	1770
刑警	gaaq	958
琖	gaat	1
开花	gaaw	3031
开荒	gaay	153
邢	gab	1748
不甚了了	gabb	1
邢	gabh	1748
武职	gabk	1
开出	gabm	1
弄出	gabm	1
开除	gabw	2935
与世隔绝	gabx	412
开戏	gaca	1
形参	gacd	1
开通	gace	8765
开台	gack	297
琪	gad	7164
不劳而获	gada	165
形码	gadc	1
武大	gadd	1
璂	gadf	1
武威	gadg	240
弄破	gadh	1
型砂	gadi	1
不期而遇	gadj	230
形成	gadn	18279
青鞋布袜	gadp	1
不期而然	gadq	1
弄巧成拙	gadr	126
琪	gadw	7164
开春	gadw	469
五花大绑	gadx	33
形态	gady	2872
形	gae	10178
形貌	gaee	1
开膛	gaei	75
开腔	gaep	159
开胸	gaeq	1
开采	gaes	961
形	gaet	10178
开脱	gaeu	133
弄脏	gaey	425
开支	gafc	972
开动	gafc	263
弐	gafd	1
开封	gaff	2647
天荒地老	gaff	362
武士	gafg	1513
弄坏	gafg	476
不共戴天	gafg	185
玵	gafg	1
开赴	gafh	238
开示	gafi	1
开进	gafj	1
瓂	gafl	1
开场	gafn	1983
刑场	gafn	194
开过	gafp	1
与世无争	gafq	124
武夫	gafw	194
不甘示弱	gafx	22
玒	gag	18
玩世不恭	gaga	71
弄到	gagc	1
开球	gagf	332
璍	gagf	1
一匡天下	gagg	1
下落不明	gagj	432
刑事	gagk	3657
弄瓦	gagn	1
开来	gago	1
开列	gagq	24
青黄不接	gagr	55
一草一木	gags	1
开平	gagu	1
武夷	gagx	112
开班	gagy	1
武	gah	20330
琊	gahb	10
武	gahd	20330
鹉	gahg	103
开步	gahi	1
开战	gahk	772
璼	gahl	1
虣	gahm	1
开颅	gahn	1
鵡	gaho	1
玡	gaht	18
开眼	gahv	344
开具	gahw	88
刑具	gahw	54
开满	gaia	1
武汉	gaic	24194
开源	gaid	755
刑法	gaif	1200
弄潮	gaif	1
弄清	gaig	1
开水	gaii	1925
开涮	gain	53
开学	gaip	20203
开溜	gaiq	97
开河	gais	29
武当	gaiv	446
武举	gaiw	1
开滦	gaiy	1
弄	gaj	32603
开明	gaje	424
型	gajf	43103
开题	gajg	934
刑	gajh	2534
武昌	gajj	2106
畱	gajl	1
开映	gajm	1
丣	gajn	1
不欺暗室	gajp	1
形影	gajy	11
开	gak	136162
型号	gakg	6408
瑾	gakg	1422
琙	gakg	1
开路	gakh	322
武器	gakk	13139
开口	gakk	3187
开叫	gakn	1
瓘	gaky	186
开恩	gald	50
开罪	gald	8
开胃	gale	452
开园	galf	1
开车	galg	16013
弄回	galk	1
开罗	galq	1
武力	galt	1756
开办	galw	2701
刑罚	galy	535
瑛	gam	1423
瑛	gamd	1423
形骸	game	5
形同	gamg	381
貮	gami	1
开山	gamm	311
开购	gamq	1
残花败柳	gams	23
开账	gamt	1
璜	gamw	442
璊	gamy	1
开展	gana	5163
开导	ganf	1113
开怀	gang	185
开辟	gank	1644
开局	gann	562
玴	gann	1
开发	gant	20708
开屏	ganu	87
刑戮	ganw	1
开心	gany	155475
开业	gaog	6184
开凿	gaog	376
武断	gaon	150
开火	gaoo	1079
开炮	gaoq	214
开灯	gaos	876
烎	gaou	1
麦芽糖	gaoy	37
不世之功	gapa	6
不切实际	gapb	357
开豁	gapd	1
开赛	gapf	528
武官	gapn	520
不甘寂寞	gapp	46
不惑之年	gapr	35
开初	gapu	21
不落窠臼	gapv	3
形容	gapw	7826
开窗	gapw	748
开窍	gapw	307
形神	gapy	1
弄错	gaqa	162
形色	gaqc	1
开解	gaqe	1
开印	gaqg	4
开外	gaqh	187
开销	gaqi	559
开锁	gaqi	411
形象	gaqj	11963
开锅	gaqk	87
开锣	gaql	25
型钢	gaqm	24
开饭	gaqn	409
不期然而然	gaqq	1
璥	gaqt	21
开镜	gaqu	324
开镰	gaqy	27
开拓	gard	1357
武技	garf	1
武后	garg	44
弄掉	garh	1
形制	garm	340
开掘	garn	51
开挖	garp	418
弄鬼	garq	23
开拍	garr	1272
武打	gars	187
开播	gart	3760
形势	garv	1523
豆蔻年华	garw	35
弄权	gasc	22
开票	gasf	736
开标	gasf	108
开本	gasg	38
形相	gash	1
开机	gasm	2641
天花板	gasr	628
武林	gass	1279
开枪	gasw	1571
武术	gasy	2107
天花乱坠	gatb	1
一落千丈	gatd	94
不攻自破	gatd	36
开盘	gate	99
璓	gate	1
弄丢	gatf	810
武生	gatg	149
正式版	gath	1
弄得	gatj	2345
武备	gatl	174
开释	gato	25
与世长辞	gatt	76
理工科	gatu	237
刑律	gatv	54
开往	gaty	1240
开篇	gaty	172
开瓶	gaua	1
形状	gaud	5432
开头	gaud	3575
开关	gaud	1616
五黄六月	gaue	1
武装	gauf	8955
开阔	gaui	648
形音	gauj	1
刑部	gauk	2454
开闸	gaul	54
开端	gaum	588
形旁	gaup	1
开奖	gauq	1206
开道	gaut	74
开立	gauu	1
开门	gauy	4875
弄好	gavb	1
开始	gavc	180403
开垦	gave	556
开建	gavf	1
形如	gavk	1
开刀	gavn	378
珙	gaw	195
开创	gawb	1538
瓁	gawc	1
不落俗套	gawd	27
开会	gawf	5302
武侠	gawg	879
开合	gawg	1
刑侦	gawh	150
形似	gawn	481
开伙	gawo	36
鳽	gawo	1
形像	gawq	1
形体	gaws	421
瑹	gawt	1
五花八门	gawu	78
开价	gaww	167
开化	gawx	299
开售	gawy	420
珙	gawy	195
雃	gawy	1
开练	gaxa	1
开线	gaxg	97
下划线	gaxg	90
开花结果	gaxj	135
开张	gaxt	723
开编	gaxy	1
开席	gaya	1
开斋	gayd	36
开讲	gayf	158
开店	gayh	1481
开课	gayj	407
武库	gayl	260
开设	gaym	6089
开市	gaym	79
开启	gayn	5344
刑讯	gayn	89
开户	gayn	32
形迹	gayo	16
一劳永逸	gayq	108
开放	gayt	15867
开庭	gayt	698
与其说	gayu	1
开朗	gayv	1542
两世为人	gayw	1
开方	gayy	26
屯	gb	3530
屯落	gbai	1
一阵子	gbbb	1672
屯聚	gbbc	8
瑘	gbbh	1
一阵阵	gbbl	1
不了了之	gbbp	396
一了百了	gbdb	145
顿感	gbdg	1
一了百当	gbdi	1
事出有因	gbdl	55
瓍	gbdp	1
珥	gbg	162
青出于蓝	gbga	95
不阴不阳	gbgb	1
再也不	gbgi	1
严防死守	gbgp	1
五险一金	gbgq	1
不耻下问	gbgu	46
顿消	gbii	1
顿觉	gbip	50
王阳明	gbje	52
顿时	gbjf	1676
屯昌	gbjj	14
顿号	gbkg	105
顿足	gbkh	8
屯田	gbll	327
互联网	gbmq	3461
屯	gbn	3530
邨	gbnb	4098
顿悟	gbng	325
旾	gbnj	1
顿	gbnm	22873
頓	gbnm	1
迍	gbnp	1
严阵以待	gbnt	61
屯	gbnv	3530
珠联璧合	gbnw	27
屯粮	gboy	30
一隅之地	gbpf	6
屯军	gbpl	1
一孔之见	gbpm	7
顿然	gbqd	10
政出多门	gbqu	4
屯兵	gbrg	120
五陵年少	gbri	1
两院制	gbrm	112
屯扎	gbrn	1
不出所料	gbro	46
顿挫	gbrw	1
五子棋	gbsa	348
顿生	gbtg	1
屯积	gbtk	8
顿释	gbto	1
顿首	gbut	27
屯垦	gbve	101
王孙公子	gbwb	1
天随人愿	gbwd	5
五子登科	gbwt	7
顿住	gbwy	1
到	gc	707560
到期	gcad	1659
玛雅	gcah	733
玛莎	gcai	544
致敬	gcaq	2929
静观其变	gcay	1
亚马逊	gcbi	1471
致函	gcbi	359
璚	gcbk	1
到了	gcbn	71298
瑈	gcbs	1
斑驳陆离	gcby	2
戩	gcca	1
一对对	gccf	1
晉	gccj	1
不欢而散	gcda	87
互通有无	gcdf	29
下马威	gcdg	32
到达	gcdp	9636
至爱	gcep	45
致胜	gcet	1
至	gcf	100486
臻	gcf	892
郅	gcfb	160
臶	gcfb	1
至	gcff	100486
臸	gcff	1
到	gcfj	707560
臵	gcfk	1
到场	gcfn	1868
鵄	gcfo	1
到过	gcfp	1
致远	gcfq	271
致	gcft	6150
臻	gcft	892
臹	gcft	1
至境	gcfu	1
玛	gcg	14750
至于	gcgf	5686
一对一	gcgg	671
不能不	gcgi	1
至理	gcgj	16
不骄不躁	gcgk	55
玛丽	gcgm	4712
到来	gcgo	3928
致死	gcgq	862
致残	gcgq	73
玛瑙	gcgv	229
至上	gchh	997
到点	gchk	34
至此	gchx	1924
到港	gcia	1
至少	gcit	21042
到时	gcjf	6200
正能量	gcjg	7194
致电	gcjn	920
珆	gckg	1
到哪	gckv	4190
致贺	gclk	33
静观默察	gclp	1
致力	gclt	544
到岸	gcmd	1
五台山	gcmm	1
到账	gcmt	7
不预则废	gcmy	2
至情	gcng	1
致以	gcny	156
到家	gcpe	16496
致富	gcpg	647
致密	gcpn	172
到案	gcpv	87
致礼	gcpy	1
玧	gcqn	1
至多	gcqq	641
下马看花	gcra	1
到手	gcrt	3146
到顶	gcsd	205
至极	gcse	682
到校	gcsu	1
致辞	gctd	286
到处	gcth	13347
至圣先师	gctj	32
不能自已	gctn	204
天马行空	gctp	212
不能自拔	gctr	469
丟	gcu	1
到头	gcud	1026
致病	gcug	196
到站	gcuh	651
致意	gcuj	205
致癌	gcuk	367
至交	gcuq	64
至尊	gcus	1107
致歉	gcuv	678
致冷	gcuw	1
至好	gcvb	4
到付	gcwf	632
到会	gcwf	84
致命	gcwg	1934
致使	gcwg	1103
五马分尸	gcwn	32
到任	gcwt	590
到位	gcwu	5035
至人	gcww	1
到货	gcwx	1
至今	gcwy	12663
斑马线	gcxg	263
一骑绝尘	gcxi	1
至强	gcxk	1
至终	gcxt	81
瑪	gcy	1
至诚	gcyd	130
致哀	gcye	110
到齐	gcyj	1
瑵	gcyj	1
至高	gcym	1
致词	gcyn	217
到底	gcyq	28833
致谢	gcyt	246
到庭	gcyt	57
到访	gcyy	1170
天	gd	289602
天工	gdaa	1
表达式	gdaa	1
青春期	gdad	1262
更有甚者	gdaf	40
天葬	gdag	9
蚕茧	gdaj	36
不厌其烦	gdao	75
亚太区	gdaq	1
天花	gdaw	387
不厌其详	gday	1
一辈子	gdbb	12985
下辈子	gdbb	2199
天子	gdbb	611
天阴	gdbe	1
天际	gdbf	1018
麦克阿瑟	gdbg	1016
天职	gdbk	120
天降	gdbt	740
天险	gdbw	50
蚕桑	gdcc	51
天台	gdck	2126
天马	gdcn	452
天骄	gdct	1
天大	gddd	1
再而三	gddg	1
一页页	gddm	1
天成	gddn	12
五大三粗	gddo	71
两面三刀	gddv	53
王顾左右而言他	gddw	8
天龙	gddx	810
瑚	gde	394
吞服	gdeb	24
瑚	gdeg	394
珛	gdeg	3
瓇	gdet	1
天地	gdfb	2703
亘古未有	gdfd	2
来龙去脉	gdfe	150
天坛	gdff	255
天干	gdfg	84
天真	gdfh	4445
天朝	gdfj	1
吞声	gdfn	4
一石二鸟	gdfq	17
栞	gdfs	1
天才	gdft	4350
天幸	gdfu	1
一大堆	gdfw	2671
天壤	gdfy	5
来而不往非礼也	gdgb	27
天天	gdgd	74428
天有不测风云	gdgf	42
天王	gdgg	2048
天下	gdgh	7513
不大不小	gdgi	1
天理	gdgj	881
蝅	gdgj	1
蠺	gdgj	1
两码事	gdgk	494
不三不四	gdgl	46
一而再	gdgm	1
吞灭	gdgo	5
一石两鸟	gdgq	1
恶有恶报	gdgr	73
珬	gdgt	1
瑊	gdgt	1
天平	gdgu	751
死而不僵	gdgw	1
惠而不费	gdgx	7
一成不变	gdgy	217
珔	gdhb	1
不在此列	gdhg	1
天上	gdhh	3444
画龙点睛	gdhh	50
玤	gdhh	2
形而上学	gdhi	219
吞占	gdhk	1
蚕眠	gdhn	1
天眼	gdhv	1
天	gdi	289602
天池	gdib	1
天涯	gdid	2103
一碗水端平	gdig	19
天波	gdih	1
一石激起千层浪	gdii	1
正大光明	gdij	310
吞没	gdim	59
天堂	gdip	7434
天光	gdiq	244
两面派	gdir	46
天河	gdis	1378
五龙潭	gdis	1
天渊	gdit	1
沗	gdiu	1
天津	gdiv	14362
五大洲	gdiy	1
蚕	gdj	686
蚕蛹	gdjc	270
琲	gdjd	26
奣	gdje	1
天时	gdjf	66
天晴	gdjg	1052
一大早	gdjh	3543
天蝎	gdjj	2438
蚕蛾	gdjt	82
蚕	gdju	686
吞	gdk	2856
天呀	gdka	1
天啊	gdkb	6633
吞	gdkf	2856
吞吐	gdkf	23
天足	gdkh	23
不成器	gdkk	45
吞咽	gdkl	118
吞噬	gdkt	694
天哪	gdkv	5958
天黑	gdlf	1899
天国	gdlg	871
天轴	gdlm	1
天边	gdlp	505
天堑	gdlr	6
平面图	gdlt	161
顼	gdm	49
亚历山大	gdmd	4280
瑌	gdmd	1
天赋	gdmg	2950
天赐	gdmj	406
天山	gdmm	1
麦克风	gdmq	577
顼	gdmy	49
頊	gdmy	1
忝	gdn	14
一厢情愿	gdnd	390
蚕眉	gdnh	1
天书	gdnn	270
天性	gdnt	195
珹	gdnt	32
忝	gdnu	14
残砖断瓦	gdog	1
天火	gdoo	22
天数	gdov	346
蚕农	gdpe	23
天寒	gdpf	1
天宇	gdpg	671
迗	gdpi	1
天宫	gdpk	690
天灾	gdpo	166
一面之交	gdpu	5
天空	gdpw	7181
天窗	gdpw	414
一面之缘	gdpx	119
一面之词	gdpy	93
青面獠牙	gdqa	8
天色	gdqc	193
天然	gdqd	4500
珠三角	gdqe	1
天外	gdqh	312
天象	gdqj	284
吞金	gdqq	12
天狗	gdqt	1
天猫	gdqt	1
球面镜	gdqu	1
天煞	gdqv	1
一大把	gdrc	1
天授	gdre	1
天皇	gdrg	2362
天年	gdrh	42
青春年少	gdri	1
天气	gdrn	35971
亚非拉	gdru	17
天热	gdrv	1
一大批	gdrx	354
琦	gds	3524
天顶	gdsd	1
天极	gdse	1
琦	gdsk	3524
天机	gdsm	362
天桥	gdst	2607
天梯	gdsu	283
天长	gdta	1
天敌	gdtd	323
天竺	gdtf	318
天生	gdtg	5288
天籁	gdtg	426
瓑	gdth	1
死灰复燃	gdto	41
天鹅	gdtr	2345
天条	gdts	21
死而复生	gdtt	46
不在乎	gdtu	2819
吞并	gdua	717
一大半	gduf	1
青春痘	gdug	371
璙	gdui	1
天意	gduj	638
天问	gduk	1
天帝	gdup	130
天资	gduq	155
天尊	gdus	1
天道	gdut	1
天阙	gduu	1
天冷	gduw	2738
天门	gduy	1
一大群	gdvt	1
天女	gdvv	1
天公	gdwc	180
死有余辜	gdwd	3
天使	gdwg	9851
天命	gdwg	731
琫	gdwh	17
瑃	gdwj	7
天仙	gdwm	681
鴌	gdwo	1
天父	gdwq	1
天体	gdws	9882
玉石俱焚	gdws	33
瑧	gdwt	9
天分	gdwv	473
天价	gdww	78
不成体统	gdwx	10
吞食	gdwy	199
事在人为	gdwy	106
蚕食	gdwy	81
珑	gdx	281
天线	gdxg	936
珑	gdxn	281
蚕丝	gdxx	159
天主	gdyg	217
不在话下	gdyg	150
不成文法	gdyi	2
天谴	gdyk	1
天禀	gdyl	1
天高	gdym	1
天启	gdyn	1451
